Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2021",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"Perspectives on Politics",Cambridge University Press,,Cambridge Core,,CUP:PPS,,1537-5927,1541-0986,https://www.cambridge.org/core/product/identifier/PPS/type/journal,Journal,Article,"2021",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"AJIL Unbound",Cambridge University Press,,Cambridge Core,,CUP:AJU,,,2398-7723,https://www.cambridge.org/core/product/identifier/AJU/type/journal,Journal,Article,"2021",OA_Gold,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,1,0,0,0,
"AJIL Unbound",Cambridge University Press,,Cambridge Core,,CUP:AJU,,,2398-7723,https://www.cambridge.org/core/product/identifier/AJU/type/journal,Journal,Article,"2021",OA_Gold,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"AJIL Unbound",Cambridge University Press,,Cambridge Core,,CUP:AJU,,,2398-7723,https://www.cambridge.org/core/product/identifier/AJU/type/journal,Journal,Article,"2021",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,1,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2021",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,2,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2021",Controlled,Regular,Total_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"PS: Political Science & Politics",Cambridge University Press,,Cambridge Core,,CUP:PSC,,1049-0965,1537-5935,https://www.cambridge.org/core/product/identifier/PSC/type/journal,Journal,Article,"2021",Controlled,Regular,Unique_Item_Requests,2,0,0,0,0,0,0,0,0,2,0,0,0,
"Papers of the British School at Rome",Cambridge University Press,,Cambridge Core,,CUP:ROM,,0068-2462,2045-239X,https://www.cambridge.org/core/product/identifier/ROM/type/journal,Journal,Article,"1958",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Papers of the British School at Rome",Cambridge University Press,,Cambridge Core,,CUP:ROM,,0068-2462,2045-239X,https://www.cambridge.org/core/product/identifier/ROM/type/journal,Journal,Article,"1958",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"1964",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"1964",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,0,2,0,0,
"Libyan Studies",Cambridge University Press,,Cambridge Core,,CUP:LIS,,0302-3168,2059-6154,https://www.cambridge.org/core/product/identifier/LIS/type/journal,Journal,Article,"1973",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Libyan Studies",Cambridge University Press,,Cambridge Core,,CUP:LIS,,0302-3168,2059-6154,https://www.cambridge.org/core/product/identifier/LIS/type/journal,Journal,Article,"1973",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"1973",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of American Studies",Cambridge University Press,,Cambridge Core,,CUP:AMS,,0021-8758,1469-5154,https://www.cambridge.org/core/product/identifier/AMS/type/journal,Journal,Article,"1973",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Journal,Article,"1977",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,0,0,3,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Journal,Article,"1977",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"PMLA / Publications of the Modern Language Association of America",Cambridge University Press,,Cambridge Core,,CUP:MLA,,0030-8129,1938-1530,https://www.cambridge.org/core/product/identifier/MLA/type/journal,Journal,Article,"1977",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Irish Historical Studies",Cambridge University Press,,Cambridge Core,,CUP:IHS,,0021-1214,2056-4139,https://www.cambridge.org/core/product/identifier/IHS/type/journal,Journal,Article,"1978",Controlled,Regular,Total_Item_Investigations,13,0,0,0,0,0,0,0,0,0,13,0,0,
"Irish Historical Studies",Cambridge University Press,,Cambridge Core,,CUP:IHS,,0021-1214,2056-4139,https://www.cambridge.org/core/product/identifier/IHS/type/journal,Journal,Article,"1978",Controlled,Regular,No_License,13,0,0,0,0,0,0,0,0,0,13,0,0,
"Prospects",Cambridge University Press,,Cambridge Core,,CUP:PTS,,0361-2333,1471-6399,https://www.cambridge.org/core/product/identifier/PTS/type/journal,Journal,Article,"1978",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Prospects",Cambridge University Press,,Cambridge Core,,CUP:PTS,,0361-2333,1471-6399,https://www.cambridge.org/core/product/identifier/PTS/type/journal,Journal,Article,"1978",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Paleobiology",Cambridge University Press,,Cambridge Core,,CUP:PAB,,0094-8373,1938-5331,https://www.cambridge.org/core/product/identifier/PAB/type/journal,Journal,Article,"1979",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Paleobiology",Cambridge University Press,,Cambridge Core,,CUP:PAB,,0094-8373,1938-5331,https://www.cambridge.org/core/product/identifier/PAB/type/journal,Journal,Article,"1979",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1983",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1983",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Proceedings of the Prehistoric Society",Cambridge University Press,,Cambridge Core,,CUP:PPR,,0079-497X,2050-2729,https://www.cambridge.org/core/product/identifier/PPR/type/journal,Journal,Article,"1984",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Proceedings of the Prehistoric Society",Cambridge University Press,,Cambridge Core,,CUP:PPR,,0079-497X,2050-2729,https://www.cambridge.org/core/product/identifier/PPR/type/journal,Journal,Article,"1984",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Journal,Article,"1984",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Bulletin of the School of Oriental and African Studies",Cambridge University Press,,Cambridge Core,,CUP:BSO,,0041-977X,1474-0699,https://www.cambridge.org/core/product/identifier/BSO/type/journal,Journal,Article,"1984",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Journal,Article,"1984",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"World Politics",Cambridge University Press,,Cambridge Core,,CUP:WPO,,0043-8871,1086-3338,https://www.cambridge.org/core/product/identifier/WPO/type/journal,Journal,Article,"1984",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1986",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1986",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1987",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1987",Controlled,Regular,No_License,3,0,0,0,0,0,0,0,0,0,3,0,0,
"Journal of Roman Archaeology",Cambridge University Press,,Cambridge Core,,CUP:JRO,,1047-7594,2331-5709,https://www.cambridge.org/core/product/identifier/JRO/type/journal,Journal,Article,"1988",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Roman Archaeology",Cambridge University Press,,Cambridge Core,,CUP:JRO,,1047-7594,2331-5709,https://www.cambridge.org/core/product/identifier/JRO/type/journal,Journal,Article,"1988",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Roman Archaeology",Cambridge University Press,,Cambridge Core,,CUP:JRO,,1047-7594,2331-5709,https://www.cambridge.org/core/product/identifier/JRO/type/journal,Journal,Article,"1990",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Journal of Roman Archaeology",Cambridge University Press,,Cambridge Core,,CUP:JRO,,1047-7594,2331-5709,https://www.cambridge.org/core/product/identifier/JRO/type/journal,Journal,Article,"1990",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1990",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1990",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1991",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1991",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"1992",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"1992",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Libyan Studies",Cambridge University Press,,Cambridge Core,,CUP:LIS,,0263-7189,2052-6148,https://www.cambridge.org/core/product/identifier/LIS/type/journal,Journal,Article,"1995",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Libyan Studies",Cambridge University Press,,Cambridge Core,,CUP:LIS,,0263-7189,2052-6148,https://www.cambridge.org/core/product/identifier/LIS/type/journal,Journal,Article,"1995",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Psychiatric Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJU,,0955-6036,1472-1473,https://www.cambridge.org/core/product/identifier/BJU/type/journal,Journal,Article,"1995",OA_Gold,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Psychiatric Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJU,,0955-6036,1472-1473,https://www.cambridge.org/core/product/identifier/BJU/type/journal,Journal,Article,"1995",OA_Gold,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Psychiatric Bulletin",Cambridge University Press,,Cambridge Core,,CUP:BJU,,0955-6036,1472-1473,https://www.cambridge.org/core/product/identifier/BJU/type/journal,Journal,Article,"1995",OA_Gold,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"European Review",Cambridge University Press,,Cambridge Core,,CUP:ERW,,1062-7987,1474-0575,https://www.cambridge.org/core/product/identifier/ERW/type/journal,Journal,Article,"1996",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"European Review",Cambridge University Press,,Cambridge Core,,CUP:ERW,,1062-7987,1474-0575,https://www.cambridge.org/core/product/identifier/ERW/type/journal,Journal,Article,"1996",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Mathematical Gazette",Cambridge University Press,,Cambridge Core,,CUP:MAG,,0025-5572,2056-6328,https://www.cambridge.org/core/product/identifier/MAG/type/journal,Journal,Article,"1996",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Mathematical Gazette",Cambridge University Press,,Cambridge Core,,CUP:MAG,,0025-5572,2056-6328,https://www.cambridge.org/core/product/identifier/MAG/type/journal,Journal,Article,"1996",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,0,0,2,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"1997",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"1997",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Economics & Philosophy",Cambridge University Press,,Cambridge Core,,CUP:EAP,,0266-2671,1474-0028,https://www.cambridge.org/core/product/identifier/EAP/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Economics & Philosophy",Cambridge University Press,,Cambridge Core,,CUP:EAP,,0266-2671,1474-0028,https://www.cambridge.org/core/product/identifier/EAP/type/journal,Journal,Article,"1997",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1997",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"Quarterly Reviews of Biophysics",Cambridge University Press,,Cambridge Core,,CUP:QRB,,0033-5835,1469-8994,https://www.cambridge.org/core/product/identifier/QRB/type/journal,Journal,Article,"1998",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Journal of Roman Studies",Cambridge University Press,,Cambridge Core,,CUP:JRS,,0075-4358,1753-528X,https://www.cambridge.org/core/product/identifier/JRS/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"New Theatre Quarterly",Cambridge University Press,,Cambridge Core,,CUP:NTQ,,0266-464X,1474-0613,https://www.cambridge.org/core/product/identifier/NTQ/type/journal,Journal,Article,"1999",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,0,0,2,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2000",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,1,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"2000",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
"African Studies Review",Cambridge University Press,,Cambridge Core,,CUP:ASR,,0002-0206,1555-2462,https://www.cambridge.org/core/product/identifier/ASR/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,0,0,1,0,0,
"African Studies Review",Cambridge University Press,,Cambridge Core,,CUP:ASR,,0002-0206,1555-2462,https://www.cambridge.org/core/product/identifier/ASR/type/journal,Journal,Article,"2000",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,0,0,1,0,0,
